Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5619063,"Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)",8,8,5.118362124120282E-4,2.3324661100332378E-6,0.0026754466052836268,1,1,6.666666666666667E-5,9606,Homo sapiens,"17596;16708;16750;17562;17748;16335;16704;17964","","R-HSA-5628807"
R-HSA-444209,"Free fatty acid receptors",14,29,0.0018554062699936021,2.7956599846223895E-6,0.0026754466052836268,5,5,3.333333333333333E-4,9606,Homo sapiens,"16196;15366;30805;28875;28716;42504;28661;28364;53460;27432;34146;53486;53487;30768","","R-HSA-3296304;R-HSA-444047;R-HSA-444191;R-HSA-444202;R-HSA-444171"
R-HSA-400508,"Incretin synthesis, secretion, and inactivation",18,51,0.0032629558541266796,8.697850770067461E-6,0.0053676615511397685,10,15,0.001,9606,Homo sapiens,"25858;16196;71466;15355;30805;28875;28716;42504;28661;28364;2668;53460;27432;28972;53486;53487;16104;12387","","R-HSA-381799;R-HSA-400500;R-HSA-381798;R-HSA-383313;R-HSA-400496;R-HSA-9023633;R-HSA-9023632;R-HSA-400509;R-HSA-400459;R-HSA-421416"
R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",17,47,0.0030070377479206652,1.12294174710037E-5,0.0053676615511397685,7,8,5.333333333333334E-4,9606,Homo sapiens,"25858;16196;71466;15355;30805;28875;28716;42504;28661;28364;2668;53460;27432;28972;53486;53487;12387","","R-HSA-381799;R-HSA-381798;R-HSA-383313;R-HSA-9023633;R-HSA-9023632;R-HSA-400459;R-HSA-421416"
R-HSA-83936,"Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane",13,33,0.002111324376199616,5.019964516961295E-5,0.019176264454792147,11,16,0.0010666666666666667,9606,Homo sapiens,"17596;17368;16235;16750;17562;16040;16708;17748;16335;17964;17821;16704;17568","","R-HSA-109536;R-HSA-109539;R-HSA-109538;R-HSA-727768;R-HSA-109527;R-HSA-727740;R-HSA-109529;R-HSA-109530;R-HSA-727767;R-HSA-727749;R-HSA-109534"
R-HSA-196071,"Metabolism of steroid hormones",19,75,0.0047984644913627635,3.687812438512017E-4,0.11764121678853334,36,43,0.0028666666666666667,9606,Homo sapiens,"16330;17026;16581;15487;16422;15486;16113;17263;17252;17650;189724;28689;16827;28324;27584;16469;16962;16973;17347;2869","","R-HSA-1449687;R-HSA-6810594;R-HSA-193995;R-HSA-193099;R-HSA-193097;R-HSA-193996;R-HSA-193997;R-HSA-193101;R-HSA-5693390;R-HSA-469659;R-HSA-193054;R-HSA-196126;R-HSA-193052;R-HSA-5696822;R-HSA-8951850;R-HSA-194017;R-HSA-194023;R-HSA-9705713;R-HSA-804969;R-HSA-193060;R-HSA-9705714;R-HSA-193064;R-HSA-194025;R-HSA-193961;R-HSA-193070;R-HSA-193964;R-HSA-193068;R-HSA-193965;R-HSA-193072;R-HSA-193073;R-HSA-196086;R-HSA-193143;R-HSA-194036;R-HSA-196350;R-HSA-8862137;R-HSA-193981"
R-HSA-2980736,"Peptide hormone metabolism",26,129,0.008253358925143953,0.0010812252087887275,0.2725705731598832,29,64,0.004266666666666667,9606,Homo sapiens,"16196;71466;17380;28875;28716;28837;42504;2668;28595;53460;28972;53486;53487;17750;16000;25858;15355;30805;16322;28645;28661;28364;27432;16325;16104;12387","","R-HSA-9023178;R-HSA-265153;R-HSA-9023171;R-HSA-265160;R-HSA-9023173;R-HSA-400459;R-HSA-383313;R-HSA-264976;R-HSA-9023196;R-HSA-9023633;R-HSA-9023632;R-HSA-378975;R-HSA-265177;R-HSA-422104;R-HSA-264997;R-HSA-381799;R-HSA-2022396;R-HSA-381798;R-HSA-422051;R-HSA-422048;R-HSA-421416;R-HSA-9023163;R-HSA-9817575;R-HSA-400500;R-HSA-400496;R-HSA-265010;R-HSA-400509;R-HSA-2022368;R-HSA-9023159"
R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",23,109,0.006973768394113884,0.0011404626492045322,0.2725705731598832,18,40,0.0026666666666666666,9606,Homo sapiens,"17596;16196;17368;16235;30805;17351;16750;17474;17562;18332;28822;28875;16040;16708;16525;17748;16335;37657;17964;17821;15956;16704;17568","","R-HSA-109536;R-HSA-9631987;R-HSA-109539;R-HSA-109538;R-HSA-879562;R-HSA-429581;R-HSA-879585;R-HSA-879584;R-HSA-727749;R-HSA-194130;R-HSA-727768;R-HSA-109527;R-HSA-727740;R-HSA-109529;R-HSA-879575;R-HSA-109530;R-HSA-727767;R-HSA-109534"
R-HSA-9735804,"Diseases of nucleotide metabolism",7,17,0.0010876519513755597,0.002075118464532566,0.439925114480904,5,5,3.333333333333333E-4,9606,Homo sapiens,"17596;16708;17368;16235;16750;17172;16335","","R-HSA-9734193;R-HSA-9734274;R-HSA-9735789;R-HSA-9735775;R-HSA-9734745"
R-HSA-5619108,"Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS)",5,10,6.397952655150352E-4,0.003957519905647411,0.7558863019786555,1,1,6.666666666666667E-5,9606,Homo sapiens,"16196;30805;17351;28822;28875","","R-HSA-5627891"
R-HSA-8956321,"Nucleotide salvage",15,69,0.004414587332053743,0.005870814015022874,0.8494797315565096,18,22,0.0014666666666666667,9606,Homo sapiens,"17596;16450;17368;16235;16750;17562;17172;16708;17802;17748;15698;16335;17821;16704;17568","","R-HSA-74241;R-HSA-112033;R-HSA-6788295;R-HSA-73632;R-HSA-112034;R-HSA-74213;R-HSA-74372;R-HSA-74215;R-HSA-109671;R-HSA-73608;R-HSA-112266;R-HSA-109903;R-HSA-109624;R-HSA-73599;R-HSA-109759;R-HSA-74207;R-HSA-73598;R-HSA-8954327"
R-HSA-193048,"Androgen biosynthesis",8,27,0.001727447216890595,0.00734495557095638,0.8494797315565096,9,10,6.666666666666666E-4,9606,Homo sapiens,"16330;17026;16581;15487;16422;17252;28689;17347","","R-HSA-193072;R-HSA-193073;R-HSA-9705713;R-HSA-9705714;R-HSA-193099;R-HSA-193064;R-HSA-469659;R-HSA-193070;R-HSA-193068"
R-HSA-194002,"Glucocorticoid biosynthesis",8,27,0.001727447216890595,0.00734495557095638,0.8494797315565096,8,9,6.0E-4,9606,Homo sapiens,"17026;16581;17252;28324;27584;17650;16962;16973","","R-HSA-1449687;R-HSA-194023;R-HSA-194036;R-HSA-194025;R-HSA-193961;R-HSA-193068;R-HSA-193997;R-HSA-193981"
R-HSA-804914,"Transport of fatty acids",6,18,0.0011516314779270633,0.011286614578513765,0.8494797315565096,1,2,1.3333333333333334E-4,9606,Homo sapiens,"16196;17351;30805;28822;28875;37657","","R-HSA-879585"
R-HSA-3296482,"Defects in vitamin and cofactor metabolism",10,42,0.002687140115163148,0.012477998099501786,0.8494797315565096,14,20,0.0013333333333333333,9606,Homo sapiens,"16384;17895;21553;35699;28115;17439;18408;16414;15956;16814","","R-HSA-3323184;R-HSA-3322135;R-HSA-5683325;R-HSA-3318590;R-HSA-3322140;R-HSA-3296477;R-HSA-3325546;R-HSA-3318571;R-HSA-9035987;R-HSA-3299657;R-HSA-3296462;R-HSA-9035988;R-HSA-3322125;R-HSA-9035990"
R-HSA-211976,"Endogenous sterols",14,69,0.004414587332053743,0.013150202806558098,0.8494797315565096,14,18,0.0012,9606,Homo sapiens,"17026;16581;16422;16521;16113;17263;17650;28834;16827;28324;27584;15843;16469;16973;2869","","R-HSA-194017;R-HSA-192065;R-HSA-193060;R-HSA-193995;R-HSA-211951;R-HSA-193964;R-HSA-193965;R-HSA-193997;R-HSA-193101;R-HSA-192051;R-HSA-194678;R-HSA-6786239;R-HSA-192123;R-HSA-192061"
R-HSA-549132,"Organic cation/anion/zwitterion transport",11,49,0.0031349968010236724,0.013502656615472008,0.8494797315565096,11,12,8.0E-4,9606,Homo sapiens,"104011;17775;17126;422;30805;15354;17474;15854;34729;16797;42820;16737","","R-HSA-549304;R-HSA-549241;R-HSA-549129;R-HSA-549322;R-HSA-561054;R-HSA-549279;R-HSA-561072;R-HSA-549297;R-HSA-561041;R-HSA-561059;R-HSA-561253"
R-HSA-9824856,"Defective regulation of TLR7 by endogenous ligand",3,5,3.198976327575176E-4,0.01513212105648809,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"16750;40304;17172","","R-HSA-9824849"
R-HSA-3296469,"Defects in cobalamin (B12) metabolism",8,31,0.001983365323096609,0.015682845899015807,0.8494797315565096,10,14,9.333333333333333E-4,9606,Homo sapiens,"17895;21553;35699;28115;17439;18408;16414;16814","","R-HSA-3322135;R-HSA-3325546;R-HSA-3318571;R-HSA-5683325;R-HSA-3299657;R-HSA-3296462;R-HSA-3318590;R-HSA-3322140;R-HSA-3322125;R-HSA-3296477"
R-HSA-156584,"Cytosolic sulfonation of small molecules",14,71,0.00454254638515675,0.016370251430012805,0.8494797315565096,11,24,0.0016,9606,Homo sapiens,"16581;27905;16113;15882;17263;17474;24786;28689;35420;16469;17864;4866;32635;37946","","R-HSA-158849;R-HSA-176609;R-HSA-176631;R-HSA-158468;R-HSA-174389;R-HSA-176517;R-HSA-174392;R-HSA-176664;R-HSA-176521;R-HSA-159358;R-HSA-176604"
R-HSA-211897,"Cytochrome P450 - arranged by substrate type",29,185,0.011836212412028152,0.01743063399065059,0.8494797315565096,50,61,0.004066666666666666,9606,Homo sapiens,"17026;16113;15882;17263;16474;28834;31697;27584;15843;15367;16973;16716;17347;2869;17823;25858;16581;16422;16521;30805;16881;17650;27732;16827;28940;28324;16469;39567;46195;17933","","R-HSA-76416;R-HSA-211968;R-HSA-76426;R-HSA-211983;R-HSA-211991;R-HSA-211988;R-HSA-211874;R-HSA-76453;R-HSA-212007;R-HSA-212005;R-HSA-193060;R-HSA-212004;R-HSA-211882;R-HSA-76456;R-HSA-211881;R-HSA-193964;R-HSA-193965;R-HSA-192051;R-HSA-76466;R-HSA-213175;R-HSA-209845;R-HSA-76472;R-HSA-76475;R-HSA-192061;R-HSA-76354;R-HSA-211904;R-HSA-192065;R-HSA-211910;R-HSA-193995;R-HSA-211919;R-HSA-193997;R-HSA-209868;R-HSA-193101;R-HSA-76373;R-HSA-211924;R-HSA-6786239;R-HSA-211929;R-HSA-194017;R-HSA-215526;R-HSA-76397;R-HSA-211951;R-HSA-211950;R-HSA-143468;R-HSA-211948;R-HSA-211959;R-HSA-194678;R-HSA-211962;R-HSA-192123;R-HSA-211960;R-HSA-211966"
R-HSA-5632968,"Defective Mismatch Repair Associated With MSH6",2,2,1.2795905310300704E-4,0.018169298214550267,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"17685;16467;17688","","R-HSA-5632970"
R-HSA-9022534,"Loss of MECP2 binding ability to 5hmC-DNA",2,2,1.2795905310300704E-4,0.018169298214550267,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"16388","","R-HSA-9022462"
R-HSA-3642279,"TGFBR2 MSI Frameshift Mutants in Cancer",2,2,1.2795905310300704E-4,0.018169298214550267,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"15611;21803","","R-HSA-3642203"
R-HSA-5619102,"SLC transporter disorders",29,186,0.011900191938579654,0.01855489311594094,0.8494797315565096,15,65,0.004333333333333333,9606,Homo sapiens,"17981;16196;17126;15344;16750;17562;16199;28875;32365;17748;3699;16335;16958;17964;17596;17775;16283;17890;30805;15354;17351;17254;28822;16708;422;32354;17759;16704","","R-HSA-5655702;R-HSA-5658483;R-HSA-5624211;R-HSA-5627891;R-HSA-5660890;R-HSA-5659674;R-HSA-5625210;R-HSA-5628807;R-HSA-5661474;R-HSA-9035517;R-HSA-5621888;R-HSA-5625123;R-HSA-5638209;R-HSA-5660910;R-HSA-5625674"
R-HSA-8849473,"PTK6 Expression",4,10,6.397952655150352E-4,0.020188027501802153,0.8494797315565096,2,3,2.0E-4,9606,Homo sapiens,"16827;27584;17650;16973;2869","","R-HSA-8848804;R-HSA-8856930"
R-HSA-9735786,"Nucleotide catabolism defects",3,6,3.8387715930902113E-4,0.024280122891737865,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"17596;16750;17172","","R-HSA-9735789;R-HSA-9735775"
R-HSA-9735763,"Defective PNP disrupts phosphorolysis of (deoxy)guanosine and (deoxy)inosine",3,6,3.8387715930902113E-4,0.024280122891737865,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"17596;16750;17172","","R-HSA-9735789;R-HSA-9735775"
R-HSA-73614,"Pyrimidine salvage",8,34,0.0021753039027511195,0.025360557661237904,0.8494797315565096,10,10,6.666666666666666E-4,9606,Homo sapiens,"16450;17562;17802;17748;15698;17821;16704;17568","","R-HSA-6788295;R-HSA-73632;R-HSA-74372;R-HSA-73608;R-HSA-112266;R-HSA-109903;R-HSA-73599;R-HSA-109759;R-HSA-73598;R-HSA-8954327"
R-HSA-193144,"Estrogen biosynthesis",5,16,0.0010236724248240564,0.02540359572411366,0.8494797315565096,7,8,5.333333333333334E-4,9606,Homo sapiens,"16422;15486;17263;16469;17347","","R-HSA-5696822;R-HSA-193143;R-HSA-6810594;R-HSA-804969;R-HSA-193060;R-HSA-5693390;R-HSA-8862137"
R-HSA-400511,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",6,22,0.0014075495841330773,0.026946671919462872,0.8494797315565096,3,7,4.6666666666666666E-4,9606,Homo sapiens,"16196;28972;71466;30805;16104;42504","","R-HSA-400500;R-HSA-400496;R-HSA-400509"
R-HSA-9734207,"Nucleotide salvage defects",4,11,7.037747920665387E-4,0.027332583919546627,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"16708;17368;16235;16335","","R-HSA-9734193;R-HSA-9734274;R-HSA-9734745"
R-HSA-446107,"Type I hemidesmosome assembly",4,11,7.037747920665387E-4,0.027332583919546627,0.8494797315565096,5,6,4.0E-4,9606,Homo sapiens,"16322;15765;16335;50205","","R-HSA-446083;R-HSA-432956;R-HSA-446077;R-HSA-432952;R-HSA-446089"
R-HSA-112310,"Neurotransmitter release cycle",17,100,0.006397952655150352,0.03115468345499206,0.8494797315565096,16,37,0.0024666666666666665,9606,Homo sapiens,"16000;17750;16196;71466;15355;30805;15354;15573;8499;71464;48950;189724;28875;34712;35128;2700;16958","","R-HSA-380869;R-HSA-380901;R-HSA-264615;R-HSA-210404;R-HSA-264622;R-HSA-380905;R-HSA-6803753;R-HSA-374922;R-HSA-372529;R-HSA-374899;R-HSA-352029;R-HSA-210426;R-HSA-380574;R-HSA-372505;R-HSA-429594;R-HSA-210430"
R-HSA-190873,"Gap junction degradation",4,12,7.677543186180423E-4,0.035809108112607735,0.8494797315565096,4,4,2.666666666666667E-4,9606,Homo sapiens,"16509;27470;15882;17409","","R-HSA-196017;R-HSA-190519;R-HSA-196026;R-HSA-190829"
R-HSA-9768777,"Regulation of NPAS4 gene transcription",4,12,7.677543186180423E-4,0.035809108112607735,0.8494797315565096,2,9,6.0E-4,9606,Homo sapiens,"16827;27584;17650;16973;2869","","R-HSA-9769345;R-HSA-9769347"
R-HSA-5579028,"Defective CYP17A1 causes AH5",3,7,4.478566858605246E-4,0.035816494588628456,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"17026;16581;17252","","R-HSA-5601843;R-HSA-9035954;R-HSA-9035956"
R-HSA-5579029,"Metabolic disorders of biological oxidation enzymes",15,87,0.005566218809980806,0.0370533974942,0.8494797315565096,16,38,0.002533333333333333,9606,Homo sapiens,"17026;16581;16422;17252;16474;16827;28940;28324;16469;15367;16973;18139;2869;17933;17823;16856","","R-HSA-5602004;R-HSA-5602966;R-HSA-5600598;R-HSA-5601843;R-HSA-5601849;R-HSA-5601976;R-HSA-5605147;R-HSA-5580292;R-HSA-5602147;R-HSA-5602242;R-HSA-9035966;R-HSA-5602063;R-HSA-6785245;R-HSA-9035954;R-HSA-9035956;R-HSA-5602186"
R-HSA-432030,"Transport of glycerol from adipocytes to the liver by Aquaporins",2,3,1.9193857965451057E-4,0.038252819453275966,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"68433;17754","","R-HSA-432049;R-HSA-432074"
R-HSA-5632928,"Defective Mismatch Repair Associated With MSH2",2,3,1.9193857965451057E-4,0.038252819453275966,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"17685;16467;17688","","R-HSA-5577244;R-HSA-5577259"
R-HSA-9845622,"Defective VWF binding to collagen type I ",2,3,1.9193857965451057E-4,0.038252819453275966,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"15714;15768","","R-HSA-9823593"
R-HSA-425407,"SLC-mediated transmembrane transport",55,422,0.026999360204734486,0.04219058469714487,0.8494797315565096,64,199,0.013266666666666666,9606,Homo sapiens,"16196;17126;17368;17203;15344;16235;16750;16199;17562;18332;955;15940;16797;37657;16958;17568;17964;4208;17775;16283;17890;30805;15354;17254;28822;16040;16525;15956;17268;9123;15366;28875;42820;27747;30768;17748;34729;16335;3699;17864;17821;16737;34846;17596;17750;104011;17351;48950;17474;74340;34712;16708;422;15854;16704","","R-HSA-549129;R-HSA-429571;R-HSA-429581;R-HSA-376200;R-HSA-379415;R-HSA-378513;R-HSA-561054;R-HSA-549279;R-HSA-444433;R-HSA-352029;R-HSA-426015;R-HSA-561041;R-HSA-429594;R-HSA-8876312;R-HSA-433698;R-HSA-379426;R-HSA-561059;R-HSA-429101;R-HSA-379432;R-HSA-8959781;R-HSA-549304;R-HSA-5340130;R-HSA-429749;R-HSA-727740;R-HSA-9645220;R-HSA-561072;R-HSA-549297;R-HSA-352191;R-HSA-375487;R-HSA-549322;R-HSA-433089;R-HSA-879562;R-HSA-727749;R-HSA-8878664;R-HSA-194130;R-HSA-427605;R-HSA-727768;R-HSA-109527;R-HSA-109529;R-HSA-444126;R-HSA-429663;R-HSA-879575;R-HSA-109530;R-HSA-727767;R-HSA-434650;R-HSA-109534;R-HSA-109536;R-HSA-9631987;R-HSA-109539;R-HSA-109538;R-HSA-435171;R-HSA-428015;R-HSA-429036;R-HSA-879585;R-HSA-352232;R-HSA-561253;R-HSA-879584;R-HSA-373867;R-HSA-549241;R-HSA-352119;R-HSA-373875;R-HSA-351987;R-HSA-429567;R-HSA-8876283"
R-HSA-6806667,"Metabolism of fat-soluble vitamins",15,89,0.0056941778630838135,0.04352345526223078,0.8494797315565096,33,34,0.002266666666666667,9606,Homo sapiens,"16196;17252;19660;16113;17351;18145;28946;78277;16347;15940;15367;17754;17336;17898;17579;35704","","R-HSA-2404133;R-HSA-2404134;R-HSA-975629;R-HSA-2404135;R-HSA-8956427;R-HSA-2404131;R-HSA-2404140;R-HSA-2404142;R-HSA-2399913;R-HSA-2404137;R-HSA-2423785;R-HSA-2404139;R-HSA-2395764;R-HSA-6806647;R-HSA-2404144;R-HSA-8874705;R-HSA-8874718;R-HSA-2424254;R-HSA-2395768;R-HSA-975635;R-HSA-5246478;R-HSA-975633;R-HSA-5164399;R-HSA-975594;R-HSA-2187332;R-HSA-975593;R-HSA-2395784;R-HSA-159790;R-HSA-2429643;R-HSA-2855259;R-HSA-6806674;R-HSA-975608;R-HSA-2855252"
R-HSA-561048,"Organic anion transport",4,13,8.317338451695458E-4,0.045639967206310694,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"104011;17775;422;17474","","R-HSA-561041;R-HSA-561059;R-HSA-561253"
R-HSA-5659898,"Intestinal saccharidase deficiencies",3,8,5.118362124120282E-4,0.04968646743355376,0.8494797315565096,3,5,3.333333333333333E-4,9606,Homo sapiens,"17992;28189;17306","","R-HSA-5659926;R-HSA-5659879;R-HSA-5659922"
R-HSA-211945,"Phase I - Functionalization of compounds",40,297,0.019001919385796547,0.0501830709232991,0.8494797315565096,65,102,0.0068,9606,Homo sapiens,"17026;16796;15366;16113;15882;17263;15760;18397;16474;28834;27647;31697;17927;27584;15843;15367;16973;16716;18139;17347;2869;15724;17823;25858;16581;16422;16521;30805;17594;41001;16881;17650;27732;16827;28940;28324;84532;16469;39567;46195;17933","","R-HSA-76416;R-HSA-211968;R-HSA-71691;R-HSA-76426;R-HSA-211983;R-HSA-141202;R-HSA-141200;R-HSA-211991;R-HSA-211988;R-HSA-211874;R-HSA-76453;R-HSA-217255;R-HSA-212007;R-HSA-212005;R-HSA-141348;R-HSA-193060;R-HSA-212004;R-HSA-211882;R-HSA-76456;R-HSA-217258;R-HSA-211881;R-HSA-5693691;R-HSA-193964;R-HSA-193965;R-HSA-192051;R-HSA-76466;R-HSA-213175;R-HSA-71735;R-HSA-209845;R-HSA-76472;R-HSA-76475;R-HSA-192061;R-HSA-139970;R-HSA-140355;R-HSA-76354;R-HSA-211904;R-HSA-192065;R-HSA-5696146;R-HSA-211910;R-HSA-140359;R-HSA-193995;R-HSA-211919;R-HSA-8936519;R-HSA-193997;R-HSA-209868;R-HSA-193101;R-HSA-76373;R-HSA-211924;R-HSA-6786239;R-HSA-211929;R-HSA-194017;R-HSA-215526;R-HSA-8937442;R-HSA-76397;R-HSA-211951;R-HSA-211950;R-HSA-143468;R-HSA-211948;R-HSA-449911;R-HSA-211959;R-HSA-194678;R-HSA-211962;R-HSA-192123;R-HSA-211960;R-HSA-211966"
R-HSA-193993,"Mineralocorticoid biosynthesis",5,20,0.0012795905310300703,0.05618518919557658,0.8494797315565096,7,7,4.6666666666666666E-4,9606,Homo sapiens,"17026;16581;16827;27584;16973;2869","","R-HSA-194017;R-HSA-193995;R-HSA-196350;R-HSA-193996;R-HSA-193964;R-HSA-193052;R-HSA-193965"
R-HSA-189085,"Digestion of dietary carbohydrate",6,27,0.001727447216890595,0.060970074964369014,0.8494797315565096,11,13,8.666666666666666E-4,9606,Homo sapiens,"17189;17992;47977;28189;16551;17306","","R-HSA-188979;R-HSA-5659861;R-HSA-191108;R-HSA-191114;R-HSA-188985;R-HSA-6786652;R-HSA-189102;R-HSA-191116;R-HSA-189069;R-HSA-191101;R-HSA-189053"
R-HSA-3642278,"Loss of Function of TGFBR2 in Cancer",2,4,2.559181062060141E-4,0.06367112705832789,0.8494797315565096,2,2,1.3333333333333334E-4,9606,Homo sapiens,"15611;21803","","R-HSA-3645780;R-HSA-3642203"
R-HSA-3656535,"TGFBR1 LBD Mutants in Cancer",2,4,2.559181062060141E-4,0.06367112705832789,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"15611;21803","","R-HSA-3656382"
R-HSA-9845619,"Enhanced cleavage of VWF variant by ADAMTS13",2,4,2.559181062060141E-4,0.06367112705832789,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"15714;15768","","R-HSA-9844241"
R-HSA-9845621,"Defective VWF cleavage by ADAMTS13 variant",2,4,2.559181062060141E-4,0.06367112705832789,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"15714;15768","","R-HSA-9824402"
R-HSA-5619047,"Defective SLC2A9 causes hypouricemia renal 2 (RHUC2)",2,4,2.559181062060141E-4,0.06367112705832789,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"17775;17890","","R-HSA-5638209"
R-HSA-3645790,"TGFBR2 Kinase Domain Mutants in Cancer",2,4,2.559181062060141E-4,0.06367112705832789,0.8494797315565096,1,1,6.666666666666667E-5,9606,Homo sapiens,"15611;21803","","R-HSA-3645780"
R-HSA-8964026,"Chylomicron clearance",3,9,5.758157389635317E-4,0.06577564582366024,0.8494797315565096,4,4,2.666666666666667E-4,9606,Homo sapiens,"16113;16347;15940","","R-HSA-174706;R-HSA-174624;R-HSA-174657;R-HSA-174808"
R-HSA-391906,"Leukotriene receptors",3,9,5.758157389635317E-4,0.06577564582366024,0.8494797315565096,4,5,3.333333333333333E-4,9606,Homo sapiens,"28666;16995;89884","","R-HSA-391941;R-HSA-391943;R-HSA-391937;R-HSA-9690439"
R-HSA-975634,"Retinoid metabolism and transport",13,79,0.005054382597568778,0.06606988266173897,0.8494797315565096,28,28,0.0018666666666666666,9606,Homo sapiens,"16196;17252;19660;16113;17351;28946;16347;15940;15367;17754;17336;17898;17579;35704","","R-HSA-2404133;R-HSA-2404134;R-HSA-975629;R-HSA-2404135;R-HSA-8956427;R-HSA-2404131;R-HSA-2404140;R-HSA-2404142;R-HSA-2399913;R-HSA-2404137;R-HSA-2423785;R-HSA-2404139;R-HSA-2395764;R-HSA-2404144;R-HSA-2424254;R-HSA-2395768;R-HSA-975635;R-HSA-5246478;R-HSA-975633;R-HSA-5164399;R-HSA-975594;R-HSA-2187332;R-HSA-975593;R-HSA-2395784;R-HSA-2429643;R-HSA-2855259;R-HSA-975608;R-HSA-2855252"
R-HSA-964975,"Vitamin B6 activation to pyridoxal phosphate",5,21,0.001343570057581574,0.06620827273278806,0.8494797315565096,4,6,4.0E-4,9606,Homo sapiens,"17310;16709;16410;28324;17405","","R-HSA-964958;R-HSA-964970;R-HSA-3204311;R-HSA-964962"
R-HSA-3000480,"Scavenging by Class A Receptors",9,49,0.0031349968010236724,0.06760286572620977,0.8494797315565096,8,10,6.666666666666666E-4,9606,Homo sapiens,"17202;64023;17368;16113;53014;2495;15940;2904;4208;15768","","R-HSA-3221843;R-HSA-2187266;R-HSA-2173778;R-HSA-2507854;R-HSA-2203480;R-HSA-2187261;R-HSA-2981040;R-HSA-2299677"
R-HSA-211916,"Vitamins",5,22,0.0014075495841330773,0.07716081477694492,0.8494797315565096,4,5,3.333333333333333E-4,9606,Homo sapiens,"28940;16474;15367;17933;17823","","R-HSA-212007;R-HSA-209845;R-HSA-211950;R-HSA-209868"
R-HSA-549127,"Organic cation transport",7,36,0.0023032629558541267,0.07907962853597961,0.8494797315565096,8,9,6.0E-4,9606,Homo sapiens,"17126;15354;30805;15854;34729;16797;42820;16737","","R-HSA-549304;R-HSA-549241;R-HSA-549129;R-HSA-549322;R-HSA-561054;R-HSA-549279;R-HSA-561072;R-HSA-549297"
R-HSA-73621,"Pyrimidine catabolism",9,51,0.0032629558541266796,0.08168455283139098,0.8494797315565096,10,17,0.0011333333333333334,9606,Homo sapiens,"16450;17562;15887;17748;15698;17821;15901;16704;17568","","R-HSA-73585;R-HSA-73616;R-HSA-73589;R-HSA-109380;R-HSA-109449;R-HSA-112265;R-HSA-74376;R-HSA-109480;R-HSA-109291;R-HSA-109514"
R-HSA-9022707,"MECP2 regulates transcription factors",3,10,6.397952655150352E-4,0.08392668963915328,0.8494797315565096,8,8,5.333333333333334E-4,9606,Homo sapiens,"16388;4208","","R-HSA-9021944;R-HSA-9021851;R-HSA-9021949;R-HSA-9021950;R-HSA-9017441;R-HSA-9021952;R-HSA-9017447;R-HSA-9021847"
R-HSA-187015,"Activation of TRKA receptors",3,10,6.397952655150352E-4,0.08392668963915328,0.8494797315565096,8,8,5.333333333333334E-4,9606,Homo sapiens,"16581;16335","","R-HSA-166544;R-HSA-190065;R-HSA-9612996;R-HSA-166538;R-HSA-166542;R-HSA-187678;R-HSA-9613023;R-HSA-187661"
R-HSA-112313,"Neurotransmitter uptake and metabolism In glial cells",3,10,6.397952655150352E-4,0.08392668963915328,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"34712;2710;34846","","R-HSA-210439;R-HSA-212614;R-HSA-70606"
R-HSA-210455,"Astrocytic Glutamate-Glutamine Uptake And Metabolism",3,10,6.397952655150352E-4,0.08392668963915328,0.8494797315565096,3,3,2.0E-4,9606,Homo sapiens,"34712;2710;34846","","R-HSA-210439;R-HSA-212614;R-HSA-70606"
