Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5654738,"Signaling by FGFR2",2,88,0.005630198336532309,0.9987626442510897,0.9987626442510897,27,46,0.0030666666666666668,9606,Homo sapiens,"3347;17362","","R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-5654677;R-HSA-5654608;R-HSA-5654622;R-HSA-190408;R-HSA-5654620;R-HSA-5654618;R-HSA-5654406;R-HSA-5654407;R-HSA-5654404;R-HSA-5654402;R-HSA-5654147;R-HSA-5654607;R-HSA-5654159;R-HSA-5654605;R-HSA-5654157;R-HSA-5654603;R-HSA-5654729;R-HSA-5654399;R-HSA-5654397;R-HSA-5654562;R-HSA-190260;R-HSA-8941618;R-HSA-5654701;R-HSA-5654697"
R-HSA-69202,"Cyclin E associated events during G1/S transition ",2,88,0.005630198336532309,0.9987626442510897,0.9987626442510897,4,20,0.0013333333333333333,9606,Homo sapiens,"33442;176466","","R-HSA-187552;R-HSA-187574;R-HSA-187575;R-HSA-187545"
R-HSA-1912408,"Pre-NOTCH Transcription and Translation",2,88,0.005630198336532309,0.9987626442510897,0.9987626442510897,4,28,0.0018666666666666666,9606,Homo sapiens,"1387;89963","","R-HSA-1912415;R-HSA-9017835;R-HSA-4395227;R-HSA-1912416"
R-HSA-983705,"Signaling by the B Cell Receptor (BCR)",8,189,0.012092130518234165,0.9987983339290004,0.9987983339290004,17,45,0.003,9606,Homo sapiens,"16440;17973;33442;35045;176466;18019;83490;28924","","R-HSA-9606162;R-HSA-9606163;R-HSA-9606160;R-HSA-2025882;R-HSA-1168633;R-HSA-2045911;R-HSA-1168376;R-HSA-1112666;R-HSA-9691421;R-HSA-1168638;R-HSA-1168640;R-HSA-169683;R-HSA-1168643;R-HSA-169680;R-HSA-1168642;R-HSA-9606151;R-HSA-9606159"
R-HSA-5678895,"Defective CFTR causes cystic fibrosis",1,66,0.004222648752399232,0.9988234317752124,0.9988234317752124,1,8,5.333333333333334E-4,9606,Homo sapiens,"33442","","R-HSA-8866858"
R-HSA-5693567,"HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)",4,126,0.008061420345489444,0.9988545418042781,0.9988545418042781,11,47,0.0031333333333333335,9606,Homo sapiens,"33678;176131;17154;16865","","R-HSA-5684887;R-HSA-5685156;R-HSA-5686642;R-HSA-5684882;R-HSA-5685011;R-HSA-5686657;R-HSA-5685953;R-HSA-5693564;R-HSA-5693580;R-HSA-5693593;R-HSA-5693561"
R-HSA-9013148,"CDC42 GTPase cycle",6,159,0.01017274472168906,0.998860764205489,0.998860764205489,3,6,4.0E-4,9606,Homo sapiens,"50619;16283;15365;88458;28865;85470","","R-HSA-9013161;R-HSA-9013157;R-HSA-9013159"
R-HSA-190236,"Signaling by FGFR",3,109,0.006973768394113884,0.99893007776114,0.99893007776114,63,142,0.009466666666666667,9606,Homo sapiens,"16284;3347;17362","","R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-5654608;R-HSA-5654622;R-HSA-5654620;R-HSA-5654618;R-HSA-5654596;R-HSA-5654597;R-HSA-5654594;R-HSA-5654592;R-HSA-5654222;R-HSA-5654607;R-HSA-5654605;R-HSA-5654603;R-HSA-5654600;R-HSA-5654729;R-HSA-5654514;R-HSA-5654515;R-HSA-190245;R-HSA-5654399;R-HSA-5654397;R-HSA-5654392;R-HSA-190256;R-HSA-190260;R-HSA-5654511;R-HSA-8941618;R-HSA-8941623;R-HSA-5654167;R-HSA-5654677;R-HSA-5654165;R-HSA-5654672;R-HSA-5654673;R-HSA-190408;R-HSA-5654169;R-HSA-5654406;R-HSA-5654407;R-HSA-5654151;R-HSA-5654404;R-HSA-5654148;R-HSA-5654149;R-HSA-5654402;R-HSA-5654147;R-HSA-5656064;R-HSA-190427;R-HSA-5654159;R-HSA-5654157;R-HSA-5654582;R-HSA-5654578;R-HSA-5654591;R-HSA-5654586;R-HSA-5654587;R-HSA-5654584;R-HSA-5654692;R-HSA-5654562;R-HSA-5654690;R-HSA-5654560;R-HSA-5654575;R-HSA-5654701;R-HSA-5654573;R-HSA-5654571;R-HSA-5654697;R-HSA-5654569"
R-HSA-180786,"Extension of Telomeres",1,67,0.004286628278950736,0.9989379693368501,0.9989379693368501,4,28,0.0018666666666666666,9606,Homo sapiens,"176131","","R-HSA-174439;R-HSA-9668902;R-HSA-174452;R-HSA-174447"
R-HSA-4085001,"Sialic acid metabolism",1,67,0.004286628278950736,0.9989379693368501,0.9989379693368501,1,21,0.0014,9606,Homo sapiens,"27480","","R-HSA-4085217"
R-HSA-9013149,"RAC1 GTPase cycle",8,191,0.012220089571337172,0.9989519513616791,0.9989519513616791,4,6,4.0E-4,9606,Homo sapiens,"50619;16827;40410;15365;88458;16349;28865;85470","","R-HSA-9013145;R-HSA-9013144;R-HSA-9691174;R-HSA-9013143"
R-HSA-376176,"Signaling by ROBO receptors",11,235,0.015035188739603326,0.9989616316539268,0.9989616316539268,12,60,0.004,9606,Homo sapiens,"17973;17196;38397;9349;28671;34114;33442;27389;35420;6128;89884;68440;32635","","R-HSA-9011289;R-HSA-428535;R-HSA-9010539;R-HSA-428885;R-HSA-9010541;R-HSA-428515;R-HSA-9014652;R-HSA-428531;R-HSA-9011313;R-HSA-428511;R-HSA-9014610;R-HSA-9011300"
R-HSA-69656,"Cyclin A:Cdk2-associated events at S phase entry",2,90,0.005758157389635317,0.9989713865369237,0.9989713865369237,4,19,0.0012666666666666666,9606,Homo sapiens,"33442;176466","","R-HSA-187552;R-HSA-187574;R-HSA-187575;R-HSA-187545"
R-HSA-1483206,"Glycerophospholipid biosynthesis",10,221,0.014139475367882277,0.998985872546751,0.998985872546751,39,133,0.008866666666666667,9606,Homo sapiens,"16000;17553;17268;15355;15354;16870;17754;32978;172509;1427","","R-HSA-1483222;R-HSA-1483159;R-HSA-1482647;R-HSA-1482900;R-HSA-1482771;R-HSA-1482897;R-HSA-1483089;R-HSA-1482654;R-HSA-1482847;R-HSA-5696415;R-HSA-1483096;R-HSA-1483142;R-HSA-1482884;R-HSA-1482629;R-HSA-444433;R-HSA-1482828;R-HSA-1482696;R-HSA-1482825;R-HSA-1483190;R-HSA-1482612;R-HSA-1482932;R-HSA-372519;R-HSA-1483186;R-HSA-264622;R-HSA-1483004;R-HSA-1482685;R-HSA-1482745;R-HSA-188467;R-HSA-8952251;R-HSA-1483107;R-HSA-1482656;R-HSA-1482976;R-HSA-1482862;R-HSA-1483182;R-HSA-1482543;R-HSA-1482604;R-HSA-1483116;R-HSA-1482856;R-HSA-1482920"
R-HSA-428157,"Sphingolipid metabolism",10,221,0.014139475367882277,0.998985872546751,0.998985872546751,16,80,0.005333333333333333,9606,Homo sapiens,"50392;17553;33216;17113;15487;16135;18132;15956;28061;67042","","R-HSA-1605624;R-HSA-429732;R-HSA-429730;R-HSA-429699;R-HSA-1606288;R-HSA-9840795;R-HSA-8959462;R-HSA-428681;R-HSA-1605736;R-HSA-1606312;R-HSA-1606602;R-HSA-5692261;R-HSA-9841189;R-HSA-429694;R-HSA-2248891;R-HSA-428185"
R-HSA-193704,"p75 NTR receptor-mediated signalling",3,110,0.007037747920665387,0.9990181707555769,0.9990181707555769,39,50,0.0033333333333333335,9606,Homo sapiens,"18132;18053;28716","","R-HSA-193665;R-HSA-193668;R-HSA-193669;R-HSA-193672;R-HSA-193679;R-HSA-193677;R-HSA-205132;R-HSA-9012761;R-HSA-193682;R-HSA-193686;R-HSA-204949;R-HSA-193684;R-HSA-193694;R-HSA-204958;R-HSA-209566;R-HSA-193695;R-HSA-193696;R-HSA-193702;R-HSA-193703;R-HSA-209573;R-HSA-193636;R-HSA-193700;R-HSA-193642;R-HSA-193706;R-HSA-193643;R-HSA-193641;R-HSA-193705;R-HSA-193646;R-HSA-205039;R-HSA-193647;R-HSA-193650;R-HSA-193655;R-HSA-204981;R-HSA-193653;R-HSA-205115;R-HSA-193656;R-HSA-205112;R-HSA-205117;R-HSA-209532"
R-HSA-9845323,"Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs)",1,68,0.004350607805502239,0.9990413631077266,0.9990413631077266,2,2,1.3333333333333334E-4,9606,Homo sapiens,"17409","","R-HSA-9845308;R-HSA-9727450"
R-HSA-379724,"tRNA Aminoacylation",1,68,0.004350607805502239,0.9990413631077266,0.9990413631077266,1,42,0.0028,9606,Homo sapiens,"28623","","R-HSA-380002"
R-HSA-9664433,"Leishmania parasite growth and survival",8,193,0.012348048624440179,0.9990865530686672,0.9990865530686672,14,40,0.0026666666666666666,9606,Homo sapiens,"16440;25858;113;88528;3347;88522;28666;16335","","R-HSA-9660819;R-HSA-163617;R-HSA-392129;R-HSA-202407;R-HSA-9664278;R-HSA-9660824;R-HSA-9660829;R-HSA-9660828;R-HSA-169683;R-HSA-169680;R-HSA-266012;R-HSA-266046;R-HSA-111930;R-HSA-9664271"
R-HSA-9662851,"Anti-inflammatory response favouring Leishmania parasite infection",8,193,0.012348048624440179,0.9990865530686672,0.9990865530686672,14,40,0.0026666666666666666,9606,Homo sapiens,"16440;25858;113;88528;3347;88522;28666;16335","","R-HSA-9660819;R-HSA-163617;R-HSA-392129;R-HSA-202407;R-HSA-9664278;R-HSA-9660824;R-HSA-9660829;R-HSA-9660828;R-HSA-169683;R-HSA-169680;R-HSA-266012;R-HSA-266046;R-HSA-111930;R-HSA-9664271"
R-HSA-166786,"Creation of C4 and C2 activators",3,111,0.007101727447216891,0.9990991395155834,0.9990991395155834,6,8,5.333333333333334E-4,9606,Homo sapiens,"64023;28009;40356","","R-HSA-166721;R-HSA-166726;R-HSA-2855054;R-HSA-8852509;R-HSA-2855077;R-HSA-2855125"
R-HSA-9678108,"SARS-CoV-1 Infection",8,194,0.012412028150991683,0.9991474399369794,0.9991474399369794,7,159,0.0106,9606,Homo sapiens,"15903;18347;17196;17361;17154;36751;68440;95120;32635","","R-HSA-9729232;R-HSA-9686790;R-HSA-9687435;R-HSA-9683769;R-HSA-9727919;R-HSA-9683663;R-HSA-9686061"
R-HSA-418594,"G alpha (i) signalling events",25,426,0.0272552783109405,0.9991661274535533,0.9991661274535533,37,74,0.004933333333333333,9606,Homo sapiens,"16796;19065;3561;2700;113;32980;88528;34146;86369;88522;15940;16335;17306;16440;17992;25858;15355;18386;28666;27732;68329;422;32111;15854;17814","","R-HSA-392129;R-HSA-749454;R-HSA-111879;R-HSA-167429;R-HSA-8982019;R-HSA-392206;R-HSA-167433;R-HSA-8982020;R-HSA-112271;R-HSA-169683;R-HSA-392212;R-HSA-169680;R-HSA-751001;R-HSA-111955;R-HSA-111956;R-HSA-420883;R-HSA-8964242;R-HSA-749456;R-HSA-8964311;R-HSA-8964329;R-HSA-112037;R-HSA-8982637;R-HSA-170666;R-HSA-380073;R-HSA-170671;R-HSA-170674;R-HSA-170672;R-HSA-167408;R-HSA-8982012;R-HSA-170676;R-HSA-170677;R-HSA-8982640;R-HSA-167419;R-HSA-111930;R-HSA-170686;R-HSA-111870;R-HSA-170685"
R-HSA-9616222,"Transcriptional regulation of granulopoiesis",1,70,0.004478566858605247,0.9992189483982503,0.9992189483982503,2,27,0.0018,9606,Homo sapiens,"15367","","R-HSA-9634433;R-HSA-9617067"
R-HSA-69580,"p53-Dependent G1/S DNA damage checkpoint",1,70,0.004478566858605247,0.9992189483982503,0.9992189483982503,1,22,0.0014666666666666667,9606,Homo sapiens,"33442","","R-HSA-264458"
R-HSA-69563,"p53-Dependent G1 DNA Damage Response",1,70,0.004478566858605247,0.9992189483982503,0.9992189483982503,1,22,0.0014666666666666667,9606,Homo sapiens,"33442","","R-HSA-264458"
R-HSA-5658442,"Regulation of RAS by GAPs",1,71,0.00454254638515675,0.9992950014347721,0.9992950014347721,1,5,3.333333333333333E-4,9606,Homo sapiens,"33442","","R-HSA-5658430"
R-HSA-5693538,"Homology Directed Repair",4,132,0.008445297504798464,0.9992965111973826,0.9992965111973826,12,55,0.0036666666666666666,9606,Homo sapiens,"33678;176131;17154;16865","","R-HSA-5684887;R-HSA-5685156;R-HSA-5687653;R-HSA-5686642;R-HSA-5684882;R-HSA-5685011;R-HSA-5686657;R-HSA-5685953;R-HSA-5693564;R-HSA-5693580;R-HSA-5693593;R-HSA-5693561"
R-HSA-9694516,"SARS-CoV-2 Infection",20,365,0.023352527191298784,0.9993147294078129,0.9993147294078129,21,210,0.014,9606,Homo sapiens,"17981;64023;18347;17196;189726;17361;17154;95120;28946;9908;15903;32365;32354;1387;36751;17759;16556;32636;68440;15756;32635","","R-HSA-9694579;R-HSA-191786;R-HSA-9729500;R-HSA-9759709;R-HSA-9698265;R-HSA-9729279;R-HSA-9699007;R-HSA-9729849;R-HSA-9708889;R-HSA-9694718;R-HSA-9694364;R-HSA-9686790;R-HSA-9758529;R-HSA-9694661;R-HSA-168184;R-HSA-9756494;R-HSA-9768142;R-HSA-9697423;R-HSA-9729481;R-HSA-9730505;R-HSA-9698988"
R-HSA-6807505,"RNA polymerase II transcribes snRNA genes",2,95,0.006078055022392835,0.9993530841055929,0.9993530841055929,10,11,7.333333333333333E-4,9606,Homo sapiens,"174255;86366","","R-HSA-6814885;R-HSA-6814549;R-HSA-6814559;R-HSA-6810239;R-HSA-6810238;R-HSA-6814555;R-HSA-6810235;R-HSA-6814554;R-HSA-6810234;R-HSA-6810233"
R-HSA-69615,"G1/S DNA Damage Checkpoints",1,72,0.004606525911708253,0.9993636531783475,0.9993636531783475,2,26,0.0017333333333333333,9606,Homo sapiens,"33442","","R-HSA-69600;R-HSA-264458"
R-HSA-1630316,"Glycosaminoglycan metabolism",7,183,0.011708253358925143,0.9993751777914494,0.9993751777914494,38,88,0.005866666666666667,9606,Homo sapiens,"15366;28666;24786;18295;28061;28946","","R-HSA-2046239;R-HSA-2046175;R-HSA-2076383;R-HSA-2090079;R-HSA-2076508;R-HSA-2046298;R-HSA-2024084;R-HSA-2076371;R-HSA-2046222;R-HSA-2046285;R-HSA-2022860;R-HSA-2160884;R-HSA-2022856;R-HSA-2022919;R-HSA-1793217;R-HSA-2160892;R-HSA-2076419;R-HSA-2076611;R-HSA-2022851;R-HSA-1889981;R-HSA-2025724;R-HSA-9638064;R-HSA-1667005;R-HSA-2025723;R-HSA-2046265;R-HSA-1889978;R-HSA-1878002;R-HSA-2024108;R-HSA-2160915;R-HSA-174389;R-HSA-2076392;R-HSA-2022887;R-HSA-174392;R-HSA-2024100;R-HSA-1630306;R-HSA-2046180;R-HSA-1889955;R-HSA-1678694"
R-HSA-913709,"O-linked glycosylation of mucins",1,73,0.004670505438259757,0.9994256234966384,0.9994256234966384,16,16,0.0010666666666666667,9606,Homo sapiens,"4582","","R-HSA-5694487;R-HSA-977071;R-HSA-1964505;R-HSA-913675;R-HSA-1964501;R-HSA-914017;R-HSA-914018;R-HSA-914012;R-HSA-914008;R-HSA-914010;R-HSA-981497;R-HSA-914005;R-HSA-981814;R-HSA-914006;R-HSA-6786012;R-HSA-981809"
R-HSA-1793185,"Chondroitin sulfate/dermatan sulfate metabolism",1,73,0.004670505438259757,0.9994256234966384,0.9994256234966384,5,28,0.0018666666666666666,9606,Homo sapiens,"28946","","R-HSA-1889981;R-HSA-9638064;R-HSA-1889978;R-HSA-1878002;R-HSA-1889955"
R-HSA-1222499,"Latent infection - Other responses of Mtb to phagocytosis",1,73,0.004670505438259757,0.9994256234966384,0.9994256234966384,1,34,0.002266666666666667,9606,Homo sapiens,"16856","","R-HSA-1500817"
R-HSA-2500257,"Resolution of Sister Chromatid Cohesion",4,135,0.008637236084452975,0.9994498293617956,0.9994498293617956,5,13,8.666666666666666E-4,9606,Homo sapiens,"17981;27389;33033;86553","","R-HSA-2484822;R-HSA-1638803;R-HSA-2468287;R-HSA-1638821;R-HSA-9853385"
R-HSA-212165,"Epigenetic regulation of gene expression",11,245,0.015674984005118364,0.9994505663728401,0.9994505663728401,28,81,0.0054,9606,Homo sapiens,"15351;31575;2668;2700;9188;15366;17154;88735;17409;2691;16390","","R-HSA-9843990;R-HSA-9843927;R-HSA-9727450;R-HSA-433672;R-HSA-9844057;R-HSA-9843993;R-HSA-5250947;R-HSA-9828175;R-HSA-9821902;R-HSA-9818954;R-HSA-427366;R-HSA-5250930;R-HSA-9821235;R-HSA-5211239;R-HSA-5250938;R-HSA-9845308;R-HSA-9818937;R-HSA-9818682;R-HSA-9844006;R-HSA-9676257;R-HSA-9821475;R-HSA-9821410;R-HSA-9844015;R-HSA-9844716;R-HSA-9821486;R-HSA-427514;R-HSA-9821931;R-HSA-9676268"
R-HSA-6807070,"PTEN Regulation",6,169,0.010812539987204094,0.9994585867499665,0.9994585867499665,7,56,0.0037333333333333333,9606,Homo sapiens,"33442;17154;34496;34154;15963;68441","","R-HSA-8944104;R-HSA-8944457;R-HSA-6807077;R-HSA-8850992;R-HSA-8948800;R-HSA-8944099;R-HSA-8944454"
R-HSA-9692914,"SARS-CoV-1-host interactions",3,118,0.007549584133077415,0.9995087016335925,0.9995087016335925,2,48,0.0032,9606,Homo sapiens,"17196;68440;95120;32635","","R-HSA-9729232;R-HSA-9727919"
R-HSA-3781865,"Diseases of glycosylation",8,202,0.01292386436340371,0.9995118895396878,0.9995118895396878,23,77,0.0051333333333333335,9606,Homo sapiens,"17200;17973;4582;18347;28666;18295;85253;28946","","R-HSA-5610038;R-HSA-9035949;R-HSA-9035950;R-HSA-9036289;R-HSA-3656254;R-HSA-4724291;R-HSA-9036290;R-HSA-4420365;R-HSA-3656230;R-HSA-4793947;R-HSA-9036283;R-HSA-3656261;R-HSA-3560804;R-HSA-6785524;R-HSA-5096537;R-HSA-9036285;R-HSA-3560802;R-HSA-3656258;R-HSA-3656257;R-HSA-5096532;R-HSA-6785565;R-HSA-3656269;R-HSA-3656267"
R-HSA-166658,"Complement cascade",5,156,0.009980806142034549,0.9995900021424619,0.9995900021424619,15,72,0.0048,9606,Homo sapiens,"64023;86612;28009;40356;17458","","R-HSA-166817;R-HSA-8853252;R-HSA-166721;R-HSA-166753;R-HSA-166726;R-HSA-2855054;R-HSA-166792;R-HSA-8852874;R-HSA-2855077;R-HSA-173680;R-HSA-174551;R-HSA-173754;R-HSA-8852509;R-HSA-981621;R-HSA-2855125"
R-HSA-9013408,"RHOG GTPase cycle",1,78,0.0049904030710172746,0.9996559134605951,0.9996559134605951,1,6,4.0E-4,9606,Homo sapiens,"16349","","R-HSA-9014467"
R-HSA-75105,"Fatty acyl-CoA biosynthesis",1,78,0.0049904030710172746,0.9996559134605951,0.9996559134605951,1,25,0.0016666666666666668,9606,Homo sapiens,"15487","","R-HSA-548818"
R-HSA-5357801,"Programmed Cell Death",10,238,0.015227127319257837,0.9996695948527377,0.9996695948527377,30,193,0.012866666666666667,9606,Homo sapiens,"16176;16175;19232;33442;12387;18107;1879;32425;95120;28061","","R-HSA-211715;R-HSA-139906;R-HSA-114307;R-HSA-114306;R-HSA-9627350;R-HSA-114440;R-HSA-9627078;R-HSA-5675456;R-HSA-114392;R-HSA-5213462;R-HSA-202969;R-HSA-9688456;R-HSA-3465448;R-HSA-201628;R-HSA-3465429;R-HSA-449058;R-HSA-141156;R-HSA-350319;R-HSA-350318;R-HSA-3371359;R-HSA-9627106;R-HSA-9627107;R-HSA-114419;R-HSA-9627104;R-HSA-139952;R-HSA-114354;R-HSA-141367;R-HSA-114361;R-HSA-139899;R-HSA-5620975"
R-HSA-195258,"RHO GTPase Effectors",16,325,0.020793346129238645,0.9996888616478489,0.9996888616478489,45,113,0.007533333333333334,9606,Homo sapiens,"17981;16330;17973;16543;16422;16390;95120;30851;16827;27389;33033;15864;86553;17409;12387;17347","","R-HSA-5666070;R-HSA-5665751;R-HSA-5668629;R-HSA-2029466;R-HSA-5218827;R-HSA-5625745;R-HSA-5666129;R-HSA-5665809;R-HSA-5666001;R-HSA-75016;R-HSA-2029456;R-HSA-5625883;R-HSA-5625797;R-HSA-5625796;R-HSA-5665989;R-HSA-5218841;R-HSA-2197691;R-HSA-2197690;R-HSA-5625870;R-HSA-5665802;R-HSA-5626507;R-HSA-5625738;R-HSA-5625717;R-HSA-2197698;R-HSA-442592;R-HSA-5672304;R-HSA-5666160;R-HSA-5665982;R-HSA-5668735;R-HSA-5668605;R-HSA-5625849;R-HSA-5668731;R-HSA-5665659;R-HSA-5625848;R-HSA-5625784;R-HSA-5666169;R-HSA-5669158;R-HSA-5665767;R-HSA-9626848;R-HSA-5668718;R-HSA-5625774;R-HSA-5668714;R-HSA-203070;R-HSA-5666216;R-HSA-2029473"
R-HSA-109582,"Hemostasis",54,804,0.05143953934740883,0.999689391141953,0.999689391141953,131,342,0.0228,9606,Homo sapiens,"90000;28819;68434;16113;16552;16551;26756;34421;32805;88522;17409;16797;15741;85253;30865;16000;16440;71018;5672;16002;17254;2089;23774;68329;16040;28946;15996;30776;15714;88750;16330;9123;15366;16015;16411;17263;16410;17385;20912;21803;15600;3699;15768;1879;25858;18125;27999;35280;16828;16104;1606;30314;17754;18405","","R-HSA-158722;R-HSA-443910;R-HSA-158721;R-HSA-158982;R-HSA-392195;R-HSA-426240;R-HSA-443905;R-HSA-432129;R-HSA-443402;R-HSA-397835;R-HSA-392202;R-HSA-984606;R-HSA-432148;R-HSA-481044;R-HSA-418581;R-HSA-140823;R-HSA-418579;R-HSA-430096;R-HSA-418576;R-HSA-354066;R-HSA-354077;R-HSA-158747;R-HSA-158744;R-HSA-140825;R-HSA-443418;R-HSA-354073;R-HSA-158750;R-HSA-354087;R-HSA-158756;R-HSA-140842;R-HSA-443439;R-HSA-377644;R-HSA-140840;R-HSA-435244;R-HSA-377641;R-HSA-158766;R-HSA-377640;R-HSA-377643;R-HSA-140851;R-HSA-140599;R-HSA-453183;R-HSA-426043;R-HSA-139842;R-HSA-158784;R-HSA-397891;R-HSA-354124;R-HSA-139854;R-HSA-453200;R-HSA-375133;R-HSA-375131;R-HSA-354149;R-HSA-429415;R-HSA-204392;R-HSA-994148;R-HSA-428909;R-HSA-879459;R-HSA-354165;R-HSA-428918;R-HSA-428917;R-HSA-994169;R-HSA-437118;R-HSA-114552;R-HSA-203130;R-HSA-114558;R-HSA-114563;R-HSA-418436;R-HSA-210304;R-HSA-429441;R-HSA-396941;R-HSA-428941;R-HSA-114577;R-HSA-392852;R-HSA-434836;R-HSA-9822734;R-HSA-996755;R-HSA-418456;R-HSA-392870;R-HSA-158118;R-HSA-139941;R-HSA-5694462;R-HSA-114600;R-HSA-158893;R-HSA-392874;R-HSA-443831;R-HSA-158137;R-HSA-140736;R-HSA-396996;R-HSA-9724753;R-HSA-428750;R-HSA-5635741;R-HSA-392143;R-HSA-8948034;R-HSA-8870732;R-HSA-428749;R-HSA-9823065;R-HSA-140748;R-HSA-158925;R-HSA-372693;R-HSA-9822532;R-HSA-8869206;R-HSA-202704;R-HSA-482772;R-HSA-983259;R-HSA-482770;R-HSA-428752;R-HSA-372697;R-HSA-158942;R-HSA-392152;R-HSA-9724745;R-HSA-9822539;R-HSA-429529;R-HSA-158941;R-HSA-140769;R-HSA-372705;R-HSA-2870221;R-HSA-432096;R-HSA-202724;R-HSA-481007;R-HSA-432110;R-HSA-140777;R-HSA-140783;R-HSA-983266;R-HSA-114671;R-HSA-114670;R-HSA-481010;R-HSA-481009;R-HSA-430076;R-HSA-114683;R-HSA-392187;R-HSA-430073;R-HSA-432121"
R-HSA-109581,"Apoptosis",7,193,0.012348048624440179,0.9996987306457346,0.9996987306457346,24,142,0.009466666666666667,9606,Homo sapiens,"19232;33442;12387;18107;1879;95120;28061","","R-HSA-211715;R-HSA-139906;R-HSA-114307;R-HSA-114306;R-HSA-9627350;R-HSA-141156;R-HSA-114440;R-HSA-350319;R-HSA-350318;R-HSA-3371359;R-HSA-9627106;R-HSA-9627107;R-HSA-114419;R-HSA-9627104;R-HSA-139952;R-HSA-114354;R-HSA-9627078;R-HSA-141367;R-HSA-114361;R-HSA-114392;R-HSA-139899;R-HSA-202969;R-HSA-3465448;R-HSA-201628"
R-HSA-5653656,"Vesicle-mediated transport",56,829,0.053039027511196414,0.9997040119240462,0.9997040119240462,156,252,0.0168,9606,Homo sapiens,"27607;17202;17368;15344;16113;17285;16552;16551;72772;26756;27647;57589;2700;28136;88405;15940;17409;76308;2904;51209;4208;34306;68449;40410;17254;28822;95120;1547;35546;2676;32398;15996;15761;15882;6456;2495;2691;28115;16217;15600;15768;17750;17113;64023;66682;68505;28645;27999;31882;16509;27470;27592;27551;53014;27596;87247;87248;16347;176435","","R-HSA-8868230;R-HSA-1445143;R-HSA-6814831;R-HSA-8868236;R-HSA-1445149;R-HSA-8877451;R-HSA-6814833;R-HSA-8876191;R-HSA-2316347;R-HSA-2168889;R-HSA-8876190;R-HSA-8854173;R-HSA-8876188;R-HSA-2316349;R-HSA-8876454;R-HSA-2187264;R-HSA-6807877;R-HSA-2187266;R-HSA-1458485;R-HSA-6807875;R-HSA-8877475;R-HSA-8876193;R-HSA-6807872;R-HSA-8877998;R-HSA-8867756;R-HSA-2197770;R-HSA-8867754;R-HSA-190519;R-HSA-432688;R-HSA-2299677;R-HSA-8847544;R-HSA-6811431;R-HSA-8849350;R-HSA-6811429;R-HSA-6811428;R-HSA-6811427;R-HSA-432706;R-HSA-6811426;R-HSA-432707;R-HSA-8854209;R-HSA-6811425;R-HSA-8877760;R-HSA-8854222;R-HSA-432712;R-HSA-8849353;R-HSA-6811433;R-HSA-8866269;R-HSA-6807868;R-HSA-8866268;R-HSA-6807866;R-HSA-6807864;R-HSA-8868071;R-HSA-8866279;R-HSA-8866277;R-HSA-3221843;R-HSA-2316352;R-HSA-8863471;R-HSA-2507854;R-HSA-8854255;R-HSA-5694527;R-HSA-8856813;R-HSA-5694522;R-HSA-8866283;R-HSA-8868072;R-HSA-190829;R-HSA-8856808;R-HSA-6811415;R-HSA-6811414;R-HSA-8877813;R-HSA-6811412;R-HSA-2173778;R-HSA-6811411;R-HSA-2247511;R-HSA-2203479;R-HSA-1454689;R-HSA-6811423;R-HSA-8877311;R-HSA-2247514;R-HSA-6811422;R-HSA-2203480;R-HSA-2247512;R-HSA-8877308;R-HSA-2247513;R-HSA-6811418;R-HSA-1454699;R-HSA-6811417;R-HSA-5694423;R-HSA-5694418;R-HSA-8847875;R-HSA-2512800;R-HSA-5694417;R-HSA-8847887;R-HSA-8847883;R-HSA-5694425;R-HSA-8847880;R-HSA-8847638;R-HSA-8847637;R-HSA-8847635;R-HSA-8871196;R-HSA-8871194;R-HSA-2981040;R-HSA-8871193;R-HSA-5694409;R-HSA-8876837;R-HSA-6814671;R-HSA-6814670;R-HSA-8877612;R-HSA-8868651;R-HSA-2197645;R-HSA-8868648;R-HSA-2197646;R-HSA-5694439;R-HSA-8875318;R-HSA-6814678;R-HSA-8868661;R-HSA-8868660;R-HSA-196017;R-HSA-6814676;R-HSA-8868659;R-HSA-6814675;R-HSA-8868658;R-HSA-6814674;R-HSA-5694446;R-HSA-196026;R-HSA-8869438;R-HSA-5694445;R-HSA-6814684;R-HSA-434362;R-HSA-6814683;R-HSA-6814682;R-HSA-8854329;R-HSA-5694441;R-HSA-8875320;R-HSA-8876615;R-HSA-421831;R-HSA-203973;R-HSA-6809006;R-HSA-421836;R-HSA-5333658;R-HSA-8854604;R-HSA-6809003;R-HSA-2255342;R-HSA-421835;R-HSA-2255343;R-HSA-8876616;R-HSA-421833;R-HSA-8862280;R-HSA-6809015;R-HSA-6809014;R-HSA-8849748;R-HSA-6809011;R-HSA-6809010;R-HSA-190682;R-HSA-2187261;R-HSA-204008;R-HSA-429815"
